6.887288,-1.062318
-0.684644,7.200392
-1.438144,6.440340
1.326118,2.154315
-1.784989,6.408296
-5.183981,9.332349
-5.018755,6.068055
-3.022228,0.335362
-1.951374,-2.607937
-4.915303,1.574387
-6.571543,5.139380
-1.095594,-0.852478
-0.876436,0.951913
1.000875,4.756701
0.572324,5.062678
1.548377,3.636518
5.079581,3.534448
7.157874,-0.948969
8.437557,1.162477
11.943456,-6.608994
15.609099,-4.823822
3.949604,-6.556103
-17.015926,-12.732274
-5.294533,3.354241
-0.712574,11.848958
5.393571,14.034761
8.903728,11.600666
9.108017,10.094749
13.776709,8.380760
-2.184100,6.752264
-0.879058,5.655641
-7.135746,4.175006
-11.999155,0.963599
-9.416120,4.823329
-5.328870,3.947643
4.717982,4.949145
6.221673,-1.769740
4.117761,-7.936923
0.696797,-9.859588
10.525571,5.227733
-10.864367,-5.900801
-8.333904,-0.381732
-5.951661,2.113729
-0.740751,6.112666
4.983450,9.638954
0.903948,7.248890
-2.564153,4.687759
-5.910554,-1.923135
-7.806621,-6.156783
-4.795199,-6.264996
-0.985053,-3.197806
6.781806,2.279091
17.327484,6.061761
14.783553,7.361508
5.769011,9.514056
1.968200,10.646935
-3.510086,11.387727
6.664366,6.935649
4.927862,3.708696
7.872790,-1.258379
-20.867538,-24.298979
3.076374,-4.238214
3.884447,0.524460
3.466287,-1.081079
27.102972,-0.477975
13.861419,0.683357
-3.293999,1.182353
-8.608391,-0.961174
-16.322404,-6.755135
-17.294758,-6.273365
-21.298873,-6.778345
-6.623790,-2.873930
9.918870,-4.800336
17.439135,-7.608327
11.242391,-10.207094
-0.844933,-7.984052
-3.966722,-1.693029
-2.549401,1.872492
2.251513,0.396304
4.727917,-3.565329
-15.302250,-2.431861
-11.098229,-0.652812
13.710244,-1.742701
14.109695,-5.371712
3.510660,-10.796988
1.590367,-6.055623
-1.314460,-3.563268
1.766977,-0.539122
-4.332248,-5.184736
3.470532,-2.661791
10.604163,-5.140389
16.035897,-3.330109
10.587674,-6.185806
-3.375851,-6.804399
-1.358274,-7.256246
-2.214911,-4.336280
-3.593622,-7.570637
-3.026430,-8.167705
-1.317768,-7.962304
19.093513,-1.397041
7.580913,-4.903634
-0.124921,-0.656714
-6.599718,1.894383
-10.768895,3.104128
-11.418348,3.302558
-5.508081,1.387950
-0.164315,-0.509812
2.511860,-1.751658
2.965157,-1.866120
1.116802,0.489057
0.141431,1.648119
1.790025,-0.662964
2.212613,0.913526
-0.538116,-0.736164
0.247327,0.583686
1.219446,-1.079332
0.145620,-0.391825
-1.727552,1.161221
-0.660871,2.320657
-0.331437,2.913711
-0.723722,-1.283077
-5.211929,-9.535025
-4.435294,-9.652742
7.048400,-1.512701
5.355189,0.403605
-3.406735,-5.132416
4.483959,-8.382711
5.312850,-9.590307
9.592664,-7.392255
0.924421,-7.696055
-6.877635,-11.270670
-7.958755,-8.407377
-1.493578,-3.875281
9.372171,-0.412192
2.017738,-4.496743
9.950378,1.835532
0.709658,1.797917
-5.805155,0.471843
-7.600400,0.378787
-4.751105,0.849471
25.573088,9.652764
6.108319,-0.248022
-7.616674,-4.283133
-9.658438,-1.505095
-12.519707,-0.264946
-5.273638,2.767144
4.096965,5.609253
6.164684,5.163823
6.069961,4.848572
2.054341,6.101798
-1.470061,6.494320
-7.702401,6.665239
-11.370658,6.341589
-11.085891,6.158625
-5.081621,6.003764
